PDB_Chain,Prediction,Curated_Annotation
4FT5_A,Active,Active
4FT7_A,Active,Active
4FT9_A,Active,Active
4FTA_A,Active,Active
4FTC_A,Active,Active
4FTI_A,Active,Active
4FTJ_A,Active,Active
4FTK_A,Active,Active
4FTL_A,Active,Active
4FTM_A,Active,Active
4FTN_A,Active,Active
4FTO_A,Active,Active
4FTQ_A,Active,Active
4FTR_A,Active,Active
4FTT_A,Active,Active
4FTU_A,Active,Active
4FUX_A,Active,Active
4FUY_A,Active,Active
4FV0_A,Active,Active
4FV1_A,Active,Active
4FV2_A,Active,Active
4FV3_A,Active,Active
4FV4_A,Active,None
4FV5_A,Active,None
4FV6_A,Active,None
4FV7_A,Active,Active
4FV8_A,Active,None
4FV9_A,Active,None
4FVP_A,Inactive,Inactive
4FVQ_A,Inactive,Inactive
4FVR_A,Inactive,Inactive
4FX3_A,Active,Active
4FX3_C,Active,Active
4FYN_A,Active,Active
4FYO_A,Active,Active
4FZ6_A,Active,Active
4FZ7_A,Active,Active
4FZA_B,Inactive,Inactive
4FZD_B,Inactive,Inactive
4FZF_B,Inactive,Inactive
4G16_A,Active,Active
4G17_A,Active,Active
4G1W_A,Inactive,Inactive
4G2F_A,Active,None
4G31_A,Inactive,Inactive
4G34_A,Inactive,Inactive
4G3C_A,Inactive,None
4G3C_B,Active,Active
4G3D_A,Active,Active
4G3D_B,Inactive,Active
4G3D_D,Active,None
4G3D_E,Active,None
4G3E_A,Inactive,None
4G3E_B,Active,Active
4G3F_A,Active,None
4G3G_A,Active,None
4G5J_A,Active,Active
4G5P_A,Active,Active
4G5P_B,Inactive,Inactive
4G6L_A,Inactive,Inactive
4G6N_A,Active,Active
4G6O_A,Active,Active
4G9C_A,Inactive,Inactive
4G9C_B,Inactive,Inactive
4G9R_A,Inactive,Inactive
4G9R_B,Inactive,Inactive
4GCJ_A,Inactive,Inactive
4GEO_A,Inactive,Inactive
4GFG_A,Active,Active
4GFM_A,Active,Active
4GFO_A,Active,Active
4GG5_A,Inactive,Inactive
4GG7_A,Inactive,Inactive
4GH2_A,Active,Active
4GIH_A,Active,Active
4GII_A,Active,Active
4GJ2_A,Active,Active
4GJ3_A,Active,Active
4GK2_A,Inactive,Inactive
4GK3_A,Active,None
4GK4_A,Active,None
4GL9_A,Active,Active
4GL9_B,Active,Active
4GL9_C,Active,Active
4GL9_D,Active,Active
4GMY_A,Active,Active
4GRB_A,Active,Active
4GS6_A,Inactive,Inactive
4GSB_A,Active,Active
4GT3_A,Active,None
4GT4_A,Inactive,Inactive
4GT4_B,Inactive,Inactive
4GT5_A,Inactive,Inactive
4GU6_A,Inactive,Inactive
4GU6_B,Inactive,Inactive
4GU9_A,Inactive,Inactive
4GU9_B,Inactive,Inactive
4GUB_A,Active,Active
4GUE_A,Inactive,Inactive
4GV1_A,Active,Active
4GVA_A,Active,Active
4GVJ_A,Active,Active
4GW8_A,Active,Active
4H1J_A,Inactive,Inactive
4H1M_A,Inactive,Inactive
4H36_A,Inactive,None
4H39_A,Inactive,Inactive
4H3B_A,Inactive,None
4H3B_C,Inactive,None
4H3P_A,Active,Active
4H3P_D,Active,None
4H3Q_A,Active,Active
4H58_A,Active,None
4H58_B,Active,None
4H58_C,Inactive,Inactive
4HCT_A,Inactive,Inactive
4HCU_A,Inactive,Inactive
4HCV_A,Inactive,Inactive
4HGE_A,Active,Active
4HGE_B,Active,Active
4HGL_A,Active,Active
4HGS_A,Active,Active
4HGT_A,Active,Active
4HGT_B,Active,Active
4HJO_A,Inactive,Inactive
4HNF_A,Active,Active
4HNF_B,Active,Active
4HNI_A,Inactive,Inactive
4HNI_B,Inactive,Inactive
4HOK_A,Active,Active
4HOK_C,Active,Active
4HOK_E,Active,Active
4HOK_G,Active,Active
4HOK_I,Active,Active
4HOK_K,Active,Active
4HOK_M,Active,Active
4HOK_O,Active,Active
4HOK_Q,Active,Active
4HOK_S,Active,Active
4HOK_U,Active,Active
4HOK_W,Active,Active
4HPT_E,Active,Active
4HPU_E,Active,Active
4HVD_A,Active,Active
4HVG_A,Active,Active
4HVH_A,Active,Active
4HVI_A,Active,Active
4HVS_A,Inactive,Inactive
4HW7_A,Inactive,Inactive
4HYH_A,Active,Active
4HYI_A,Active,Active
4HYS_A,Inactive,Inactive
4HYU_A,Inactive,Inactive
4HZR_A,Active,Active
4HZR_B,Active,Active
4HZS_A,Inactive,Inactive
4HZS_B,Inactive,Inactive
4HZS_C,Inactive,Inactive
4HZS_D,Inactive,Inactive
4I0R_A,Active,Active
4I0S_A,Active,Active
4I0T_A,Active,None
4I1Z_A,Inactive,Inactive
4I20_A,Inactive,Inactive
4I21_A,Inactive,Inactive
4I21_B,Inactive,Inactive
4I22_A,Inactive,Inactive
4I23_A,Active,Active
4I24_A,Inactive,Inactive
4I24_B,Inactive,Inactive
4I3Z_A,Active,Active
4I3Z_C,Active,Active
4I41_A,Active,Active
4I4E_A,Inactive,Inactive
4I4F_A,Inactive,Inactive
4I5C_A,Active,Active
4I5C_B,Active,Active
4I5H_A,Inactive,Inactive
4I5M_A,Active,None
4I5P_A,Active,Active
4I6B_A,Active,None
4I6F_A,Active,None
4I6H_A,Active,Active
4I6Q_A,Active,Active
4I92_A,Inactive,None
4I93_A,Inactive,None
4I93_B,Inactive,None
4I94_A,Inactive,None
4I94_B,Inactive,None
4IAA_A,Active,Active
4IAC_A,Active,Active
4IAD_A,Active,Active
4IAF_A,Active,Active
4IAI_A,Active,Active
4IAK_A,Active,Active
4IAN_A,Active,Active
4IAN_B,Active,Active
4IAY_A,Active,Active
4IAZ_A,Active,Active
4IB0_A,Active,Active
4IB1_A,Active,Active
4IB3_A,Active,Active
4IB5_A,Active,Active
4IB5_B,Active,Active
4IB5_C,Active,Active
4IBM_A,Inactive,Inactive
4IBM_B,Inactive,Inactive
4IC7_A,Active,Active
4IC7_D,Active,Active
4IC8_A,Inactive,Inactive
4IC8_B,Inactive,Inactive
4ID7_A,Active,Active
4IDT_A,Active,Active
4IDT_B,Active,Active
4IDV_A,Active,Active
4IDV_B,Active,Active
4IDV_C,Active,Active
4IDV_D,Active,Active
4IE9_A,Active,Active
4IEB_A,Active,None
4IFC_A,Active,Active
4IFC_B,Active,Active
4IFG_A,Inactive,None
4IH8_A,Inactive,None
4IHP_A,Inactive,None
4II5_A,Active,Active
4II5_C,Active,Active
4IIR_A,Active,Active
4IIR_B,Active,Active
4IJ9_A,Active,Active
4IJP_A,Active,Active
4IJP_B,Active,Active
4IM0_A,Inactive,Inactive
4IM2_A,Inactive,Inactive
4IM3_A,Inactive,Inactive
4IMY_A,Active,Active
4IMY_C,Active,Active
4IMY_E,Active,Active
4IQ6_A,Active,Active
4IQ6_B,Active,Active
4ITH_A,Inactive,Inactive
4ITH_B,Inactive,Inactive
4ITI_A,Inactive,Inactive
4ITI_B,Inactive,Inactive
4ITJ_A,Inactive,Inactive
4ITJ_B,Inactive,Inactive
4IVA_A,Active,Active
4IVB_A,Active,Active
4IVB_B,Active,Active
4IVC_A,Active,Active
4IVC_B,Active,Active
4IVD_A,Active,Active
4IVD_B,Active,Active
4IW0_A,Active,Active
4IWD_A,Active,None
4IWO_A,Inactive,Inactive
4IWP_A,Inactive,Inactive
4IWQ_A,Inactive,Inactive
4IX3_A,Active,None
4IX3_B,Active,None
4IX4_A,Active,None
4IX4_B,Active,None
4IX5_A,Active,None
4IX5_B,Active,None
4IX6_A,Active,None
4IX6_B,Active,None
4IXP_A,Inactive,Inactive
4IZ5_A,Active,Active
4IZ5_B,Active,Active
4IZ5_C,Active,Active
4IZ5_D,Active,Active
4IZ7_A,Active,Active
4IZ7_C,Active,None
4IZA_A,Active,Active
4IZA_C,Active,None
4IZY_A,Inactive,Inactive
4J1R_A,Active,Active
4J1R_B,Active,Active
4J1R_C,Active,Active
4J1R_D,Active,Active
4J52_A,Active,Active
4J53_A,Active,Active
4J71_A,Active,Active
4J71_B,Active,Active
4J7B_A,Active,None
4J7B_D,Active,None
4J8M_A,Inactive,None
4J8N_A,Active,None
4J8N_B,Active,None
4J8N_C,Active,None
4J8N_D,Active,None
4J95_A,Active,Active
4J95_B,Active,Active
4J95_C,Active,Active
4J95_D,Active,None
4J96_A,Active,Active
4J96_B,Active,Active
4J97_A,Active,Active
4J97_B,Active,Active
4J97_C,Active,Active
4J97_D,Active,Active
4J98_A,Active,Active
4J98_B,Active,Active
4J99_A,Active,Active
4J99_B,Active,Active
4J99_C,Active,Active
4J99_D,Active,Active
4JAI_A,Inactive,Inactive
4JAJ_A,Active,Active
4JBO_A,Active,Active
4JBP_A,Active,None
4JBQ_A,Inactive,Inactive
4JBV_A,Inactive,None
4JDH_A,Active,Active
4JDI_A,Active,Active
4JDJ_A,Active,Active
4JDK_A,Active,Active
4JG6_A,Active,None
4JG7_A,Active,None
4JG8_A,Active,None
4JI9_A,Active,Active
4JI9_B,Active,Active
4JIA_A,Active,Active
4JIK_A,Active,Active
4JJR_A,Active,None
4JJR_B,Active,Active
4JL9_A,Inactive,Inactive
4JLC_A,Inactive,Inactive
4JNW_A,Active,Active
4JNW_B,Active,Active
4JOA_A,Active,None
4JQ7_A,Active,Active
4JQ8_A,Active,Active
4JQE_A,Active,None
4JR3_A,Active,Active
4JR7_A,Active,None
4JRN_A,Active,None
4JRV_A,Active,Active
4JS8_A,Inactive,Inactive
4JT3_A,Inactive,Inactive
4JVG_A,Inactive,Inactive
4JVG_B,Inactive,Inactive
4JVG_C,Inactive,Inactive
4JVG_D,Inactive,Inactive
4JX3_A,Active,Active
4JX7_A,Active,Active
4JXF_A,Inactive,Inactive
4K0Y_A,Active,Active
4K11_A,Inactive,Inactive
4K18_A,Active,Active
4K1B_A,Active,Active
4K2R_A,Inactive,Inactive
4K33_A,Active,Active
4K6Z_A,Active,Active
4K77_A,Active,Active
4K77_B,Active,Active
4K8A_A,Inactive,Inactive
4K8A_B,Inactive,Inactive
4K9Y_A,Inactive,Inactive
4KA3_A,Inactive,Inactive
4KAB_A,Inactive,Inactive
4KAB_B,Inactive,Inactive
4KAO_A,Inactive,Inactive
4KAO_B,Inactive,Inactive
4KB8_A,Active,None
4KB8_B,Active,Active
4KB8_C,Active,None
4KB8_D,Active,Active
4KBA_A,Active,None
4KBA_B,Active,Active
4KBA_C,Active,None
4KBA_D,Active,Active
4KBC_A,Active,Active
4KBC_B,Active,Active
4KBK_A,Active,Active
4KBK_B,Active,Active
4KBK_C,Active,Active
4KBK_D,Active,Active
4KD1_A,Inactive,Inactive
4KIK_A,Inactive,Inactive
4KIK_B,Active,None
4KIN_A,Inactive,Inactive
4KIN_B,Inactive,Inactive
4KIN_C,Inactive,Inactive
4KIN_D,Inactive,Inactive
4KIO_A,Inactive,Inactive
4KIO_B,Inactive,Inactive
4KIO_C,Inactive,Inactive
4KIO_D,Inactive,Inactive
4KIP_A,Inactive,Inactive
4KIP_B,Inactive,Inactive
4KIQ_A,Inactive,Inactive
4KIQ_B,Inactive,Inactive
4KIQ_C,Inactive,Inactive
4KIQ_D,Inactive,Inactive
4KKE_A,Inactive,None
4KKG_A,Inactive,None
4KKH_A,Inactive,None
4KNB_A,Inactive,Inactive
4KNB_B,Inactive,Inactive
4KNB_C,Inactive,Inactive
4KNB_D,Inactive,Inactive
4KRC_A,Active,None
4KRD_A,Active,None
4KS7_A,Active,Active
4KS8_A,Active,Active
4KSP_A,Inactive,Inactive
4KSP_B,Inactive,Inactive
4KSQ_A,Inactive,Inactive
4KSQ_B,Inactive,Inactive
4KWP_A,Active,Active
4L00_A,Inactive,Inactive
4L00_B,Inactive,Inactive
4L01_A,Inactive,Inactive
4L01_B,Inactive,Inactive
4L3J_A,Inactive,None
4L3L_A,Inactive,Inactive
4L3P_A,Inactive,Inactive
4L42_A,Inactive,None
4L43_A,Inactive,Inactive
4L44_A,Inactive,Inactive
4L45_A,Inactive,Inactive
4L46_A,Inactive,None
4L52_A,Inactive,Inactive
4L53_A,Inactive,Inactive
4L67_A,Active,Active
4L68_A,Inactive,None
4L68_B,Inactive,None
4L6Q_A,Active,Active
4L6Q_B,Active,Active
4L7F_A,Inactive,Inactive
4L7S_A,Inactive,Inactive
4L7S_B,Inactive,Inactive
4L8M_A,Inactive,Inactive
4L9I_A,Active,None
4L9I_B,Active,None
4LFI_A,Active,None
4LFI_B,Active,None
4LG4_A,Inactive,None
4LG4_B,Inactive,None
4LG4_C,Inactive,None
4LG4_D,Inactive,Inactive
4LG4_E,Inactive,Inactive
4LG4_F,Inactive,Inactive
4LGD_A,Inactive,None
4LGD_B,Inactive,None
4LGD_C,Inactive,None
4LGD_D,Inactive,None
4LGG_A,Inactive,Inactive
4LGG_B,Inactive,Inactive
4LGH_A,Inactive,Inactive
4LGH_B,Inactive,Inactive
4LI5_A,Active,Active
4LL0_A,Inactive,None
4LL0_B,Inactive,None
4LL5_A,Active,Active
4LM5_A,Active,Active
4LMN_A,Inactive,Inactive
4LMU_A,Active,Active
4LOO_A,Inactive,None
4LOP_A,Inactive,None
4LOP_B,Inactive,None
4LOP_C,Inactive,None
4LOP_D,Inactive,None
4LOQ_A,Inactive,None
4LOQ_B,Inactive,None
4LOQ_C,Inactive,None
4LOQ_D,Inactive,None
4LQM_A,Active,Active
4LQP_A,Inactive,None
4LQQ_A,Inactive,None
4LQQ_D,Inactive,None
4LQS_A,Inactive,None
4LRM_A,Active,Active
4LRM_B,Active,Active
4LRM_C,Active,Active
4LRM_D,Active,Active
4LRM_E,Active,Active
4LUD_A,Inactive,Inactive
4LUD_B,Inactive,Inactive
4LUE_A,Inactive,Inactive
4LUE_B,Inactive,Inactive
4LV5_A,Inactive,None
4LV8_A,Inactive,None
4LYN_A,Inactive,Inactive
4M0Y_A,Inactive,Inactive
4M0Z_A,Inactive,Inactive
4M12_A,Inactive,Inactive
4M13_A,Inactive,Inactive
4M14_A,Inactive,Inactive
4M15_A,Inactive,Inactive
4M3A_A,Inactive,None
4M3Q_A,Inactive,Inactive
4M3Q_B,Inactive,Inactive
4M66_A,Active,None
4M66_B,Active,None
4M67_A,Inactive,None
4M68_A,Inactive,None
4M69_A,Inactive,None
4M69_B,Inactive,None
4M7I_A,Inactive,None
4M84_A,Inactive,None
4M8T_A,Active,None
4M97_A,Inactive,None
4MAO_A,Active,None
4MBI_A,Active,Active
4MBJ_A,Inactive,Inactive
4MBJ_B,Inactive,Inactive
4MBL_A,Active,Active
4MCV_A,Inactive,None
4MCV_B,Active,None
4MD7_E,Active,None
4MD7_F,Active,None
4MD7_G,Active,None
4MD7_H,Active,None
4MD8_E,Active,None
4MD8_F,Active,None
4MD8_G,Active,None
4MD8_H,Active,None
4MD9_E,Active,None
4MD9_F,Active,None
4MD9_G,Active,None
4MD9_H,Active,None
4MD9_K,Active,None
4MD9_L,Active,None
4MD9_M,Active,None
4MD9_P,Active,None
4MED_A,Active,Active
4MF0_A,Inactive,Inactive
4MF0_B,Inactive,Inactive
4MF1_A,Inactive,Inactive
4MF1_B,Inactive,Inactive
4MH7_A,Inactive,Inactive
4MH7_B,Inactive,Inactive
4MHA_A,Inactive,Inactive
4MHA_B,Inactive,Inactive
4MK0_A,Active,None
4MKC_A,Active,Active
4MNE_A,Inactive,Inactive
4MNE_B,Active,Active
4MNE_C,Active,Active
4MNE_D,Inactive,Inactive
4MNE_E,Inactive,Inactive
4MNE_F,Active,None
4MNE_G,Active,None
4MNE_H,Inactive,Inactive
4MNF_A,Active,None
4MNF_B,Active,None
4MQ1_A,Active,Active
4MQ1_B,Active,Active
4MQ1_C,Active,Active
4MQ1_D,Active,Active
4MQ2_A,Active,Active
4MQ2_B,Active,Active
4MQ2_C,Active,Active
4MQ2_D,Active,Active
4MTA_A,Active,None
4MVF_A,Active,None
4MWH_A,Active,None
4MWI_A,Inactive,None
4MX9_A,Inactive,None
4MXA_A,Inactive,None
4MXC_A,Inactive,Inactive
4MXO_A,Active,None
4MXO_B,Active,None
4MXX_A,Inactive,None
4MXX_B,Inactive,None
4MXY_A,Active,None
4MXY_B,Active,None
4MXZ_A,Active,None
4MXZ_B,Active,None
4MYG_A,Active,None
4MYG_B,Active,None
4MYI_A,Active,None
4MYJ_A,Active,None
4N0S_A,Active,None
4N4S_A,Active,Active
4N4S_B,Active,None
4N6Y_A,Active,Active
4N6Z_A,Active,Active
4N70_A,Active,Active
4NCT_A,Active,None
4NCT_B,Active,None
4NCT_C,Active,None
4NCT_D,Active,None
4NEU_A,Inactive,None
4NEU_B,Inactive,None
4NFM_A,Active,None
4NFN_A,Active,Active
4NH1_A,Active,Active
4NH1_B,Active,Active
4NIF_A,Active,None
4NIF_B,Active,None
4NIF_D,Active,None
4NIF_E,Active,None
4NJ3_A,Inactive,Inactive
4NJD_A,Active,Active
4NK9_A,Inactive,Inactive
4NK9_B,Inactive,Inactive
4NKA_A,Inactive,Inactive
4NKA_B,Inactive,Inactive
4NKS_A,Inactive,Inactive
4NKS_B,Inactive,Inactive
4NM0_A,Active,Active
4NM3_A,Active,Active
4NM5_A,Active,Active
4NM7_A,Active,Active
4NST_A,Active,Active
4NST_C,Active,Active
4NT4_A,Active,None
4NTS_A,Active,Active
4NTS_B,Active,None
4NTT_A,Active,None
4NTT_B,Active,None
4NU1_A,Active,Active
4NUS_A,Inactive,Inactive
4NW5_A,Active,Active
4NW6_A,Active,Active
4NWM_A,Inactive,Inactive
4NWM_B,Inactive,Inactive
4NZW_B,Inactive,None
4O0R_A,Active,Active
4O0R_B,Inactive,Inactive
4O0S_A,Active,None
4O0T_A,Active,Active
4O0T_B,Inactive,Inactive
4O0U_A,Inactive,None
4O0V_A,Active,Active
4O0W_A,Active,None
4O0X_A,Active,Active
4O0Y_A,Active,Active
4O1O_A,Active,None
4O1O_B,Active,None
4O1O_C,Active,None
4O1O_D,Active,None
4O1P_A,Active,None
4O1P_B,Active,None
4O1P_C,Active,None
4O1P_D,Active,None
4O21_A,Active,Active
4O22_A,Active,Active
4O27_B,Inactive,None
4O2P_A,Inactive,None
4O2P_B,Active,None
4O2Z_A,Inactive,None
4O38_A,Active,None
4O38_B,Active,None
4O6E_A,Active,None
4O6L_A,Inactive,None
4O6L_B,Inactive,None
4O91_A,Inactive,None
4OA2_A,Active,None
4OA6_A,Active,None
4OA9_A,Active,None
4OAB_A,Active,None
4OAC_A,Active,None
4OAU_C,Active,None
4OAV_B,Active,None
4OAV_D,Active,None
4OBO_A,Inactive,Inactive
4OBO_B,Inactive,Inactive
4OBP_A,Active,None
4OBP_B,Inactive,Inactive
4OBQ_A,Inactive,Inactive
4OBQ_B,Inactive,Inactive
4OGR_A,Active,Active
4OGR_E,Active,Active
4OGR_I,Active,Active
4OH4_A,Active,None
4OH4_B,Active,None
4OLI_A,Active,None
4ONA_A,Inactive,None
4OR5_A,Active,Active
4OR5_F,Active,Active
4OT5_A,Inactive,Inactive
4OT6_A,Inactive,Inactive
4OTD_A,Active,None
4OTF_A,Inactive,None
4OTG_A,Active,None
4OTH_A,Inactive,None
4OTI_A,Inactive,None
4OTQ_A,Inactive,Inactive
4OTR_A,Inactive,Inactive
4OTW_A,Inactive,Inactive
4OUC_A,Inactive,None
4OW8_A,Inactive,None
4OXJ_A,Active,None
4P2K_A,Active,None
4P4C_A,Inactive,None
4P5Q_A,Active,None
4P5Z_A,Inactive,None
4P7E_A,Active,None
4P7E_B,Active,None
4P90_A,Active,None
4P90_B,Inactive,None
4PDO_A,Inactive,Inactive
4PDO_B,Inactive,Inactive
4PDP_A,Active,None
4PDP_B,Active,None
4PDS_A,Active,None
4PDS_B,Active,None
4PF4_A,Active,Active
4PL3_A,Inactive,None
4PL3_B,Inactive,None
4PL4_A,Inactive,None
4PL4_B,Inactive,None
4PL4_C,Inactive,None
4PL4_D,Inactive,None
4PL5_A,Inactive,None
4PL5_B,Inactive,None
4PL5_C,Inactive,None
4PL5_D,Inactive,None
4PMM_A,Inactive,Inactive
4PMP_A,Inactive,Inactive
4PMS_A,Inactive,Inactive
4PMT_A,Inactive,None
4PNI_A,Active,None
4PNK_A,Active,None
4PP7_A,Inactive,Inactive
4PP7_B,Inactive,Inactive
4PP9_A,Inactive,Inactive
4PP9_B,Inactive,Inactive
4PPA_A,Inactive,Inactive
4PPA_B,Inactive,Inactive
4PPB_A,Inactive,None
4PPB_B,Inactive,None
4PPC_A,Inactive,Inactive
4PPC_B,Inactive,Inactive
4PQN_A,Inactive,Inactive
4PRJ_A,Active,None
4PTC_A,Active,None
4PTC_B,Active,None
4PTE_A,Active,None
4PTE_B,Active,None
4PTG_A,Active,None
4PTG_B,Active,None
4PUZ_A,Active,Active
4PUZ_B,Active,Active
4PV0_A,Active,Active
4PWN_A,Inactive,Inactive
4PX6_A,Active,Active
4PY1_A,Active,None
4Q2A_A,Inactive,None
4Q5J_A,Active,None
4Q5J_B,Active,None
4Q8J_B,Inactive,None
4Q8J_C,Inactive,None
4Q8J_E,Inactive,None
4Q8J_F,Inactive,None
4Q8J_H,Inactive,None
4Q8J_I,Inactive,None
4Q8J_K,Inactive,None
4Q8J_L,Inactive,None
4Q9S_A,Inactive,Inactive
4Q9Z_A,Active,Active
4Q9Z_B,Active,Active
4QD6_A,Inactive,None
4QD6_B,Inactive,None
4QFG_A,Active,None
4QFR_A,Active,None
4QFS_A,Active,None
4QML_A,Active,None
4QMM_A,Active,None
4QMN_A,Active,None
4QMO_A,Active,None
4QMP_A,Active,None
4QMQ_A,Active,None
4QMS_A,Active,None
4QMT_A,Active,None
4QMU_A,Active,None
4QMV_A,Active,None
4QMW_A,Active,None
4QMX_A,Active,None
4QMY_A,Active,None
4QMZ_A,Active,None
4QNA_A,Active,None
4QNY_A,Active,None
4QNY_B,Active,None
4QO9_A,Active,None
4QO9_B,Active,None
4QOX_A,Inactive,None
4QPM_A,Inactive,None
4QPM_B,Inactive,None
4QPS_A,Active,None
4QPS_C,Active,None
4QQ5_A,Inactive,Inactive
4QQC_A,Inactive,Inactive
4QQJ_A,Inactive,None
4QQT_A,Inactive,None
4QRC_A,Inactive,Inactive
4QT1_A,Active,None
4QTA_A,Active,None
4QTB_A,Active,Active
4QTB_B,Active,Active
4QTC_A,Inactive,None
4QTD_A,Inactive,None
4QTE_A,Active,Active
4QYE_A,Active,None
4QYF_A,Active,None
4QYG_A,Active,None
4QYG_B,Active,None
4QYH_A,Active,None
4QYH_B,Active,None
4QYY_A,Active,None
4R1V_A,Inactive,None
4R1Y_A,Inactive,None
4R3C_A,Inactive,None
4R3P_A,Active,None
4R3R_A,Active,None
4R5S_A,Active,None
4R6V_A,Inactive,Inactive
4R7H_A,Inactive,None
4R7I_A,Inactive,None
4R8Q_A,Active,None
4RA4_A,Active,Active
4RA5_A,Active,Active
4RA5_B,Active,Active
4RBL_A,Active,None
4RC2_A,Active,None
4RC3_A,Active,None
4RC4_A,Active,None
4RED_A,Inactive,None
4RED_B,Inactive,None
4RER_A,Active,None
4REW_A,Active,None
4RFM_A,Inactive,None
4RFY_A,Inactive,None
4RFZ_A,Inactive,None
4RG0_A,Inactive,None
4RGJ_A,Inactive,None
4RIO_A,Active,None
4RIW_A,Inactive,None
4RIW_B,Active,None
4RIW_C,Inactive,None
4RIW_D,Active,None
4RIX_A,Inactive,None
4RIX_B,Active,None
4RIX_C,Inactive,None
4RIX_D,Active,None
4RIY_A,Inactive,None
4RIY_B,Active,None
4RIY_C,Inactive,None
4RIY_D,Active,None
4RJ3_A,Inactive,None
4RJ4_A,Active,None
4RJ5_A,Inactive,None
4RJ6_A,Active,None
4RJ7_A,Active,None
4RJ8_A,Active,None
4RLK_A,Active,None
4RLL_A,Active,None
4RLO_A,Inactive,None
4RLO_B,Inactive,None
4RLP_A,Inactive,None
4RPV_A,Active,None
4RQK_A,Active,None
4RQV_A,Active,None
4RRV_A,Active,None
4RT7_A,Inactive,None
4RVK_A,Active,None
4RVL_A,Active,None
4RVM_A,Active,None
4RVT_A,Inactive,None
4RVT_B,Inactive,None
4RWI_A,Inactive,None
4RWI_B,Inactive,None
4RWJ_A,Inactive,None
4RWJ_B,Inactive,None
4RWK_A,Inactive,None
4RWK_B,Inactive,None
4RWL_A,Inactive,None
4RWL_B,Inactive,None
4RX7_A,Active,None
4RX8_A,Active,None
4RX9_A,Active,None
4RZ7_A,Active,None
4TKS_A,Active,Active
4TL0_A,Active,None
4TN6_A,Active,None
4TN6_B,Active,None
4TNB_A,Active,None
4TND_A,Active,None
4TPT_A,Inactive,Inactive
4TPT_B,Inactive,Inactive
4TRL_A,Active,Active
4TT7_A,Active,None
4TTH_B,Active,None
4TW9_A,Active,None
4TW9_B,Active,None
4TWC_A,Active,Active
4TWC_B,Active,Active
4TWN_A,Inactive,None
4TWO_A,Active,None
4TWP_A,Active,None
4TWP_B,Active,None
4TXC_A,Active,Active
4TY1_A,Active,None
4TYE_A,Inactive,Inactive
4TYG_A,Inactive,None
4TYH_A,Active,None
4TYH_B,Inactive,None
4TYI_A,Inactive,Inactive
4TYJ_A,Inactive,Inactive
4TZR_A,Inactive,None
4U0I_A,Inactive,Inactive
4U43_A,Inactive,None
4U43_B,Inactive,None
4U44_A,Inactive,None
4U44_B,Inactive,None
4U45_A,Active,None
4U45_B,Inactive,None
4U5J_A,Active,None
4U5J_B,Inactive,None
4U6R_A,Active,Active
4U79_A,Inactive,Inactive
4U7Z_A,Inactive,Inactive
4U80_A,Inactive,Inactive
4U81_A,Inactive,Inactive
4U8Z_A,Active,None
4U97_A,Inactive,None
4U97_B,Inactive,Inactive
4U9A_A,Active,None
4U9A_B,Inactive,Inactive
4UAK_A,Active,Active
4UAL_A,Active,Active
4UB7_A,Active,None
4UBA_A,Active,None
4UBA_B,Active,None
4UEU_A,Active,None
4UMP_A,Active,None
4UMP_B,Active,None
4UMP_C,Active,None
4UMP_D,Active,None
4UMQ_A,Inactive,Inactive
4UMR_A,Inactive,Inactive
4UMT_A,Inactive,Inactive
4UMU_A,Inactive,Inactive
4UN0_C,Active,None
4UN0_D,Active,None
4USD_A,Inactive,None
4USD_B,Inactive,None
4USE_A,Inactive,None
4USE_B,Inactive,None
4USF_A,Inactive,None
4USF_B,Inactive,None
4UTD_A,Active,None
4UV0_A,Active,None
4UW0_A,Inactive,None
4UWY_A,Inactive,None
4UWY_B,Inactive,None
4UX9_A,Active,None
4UX9_B,Active,None
4UX9_C,Active,None
4UX9_D,Active,None
4UXL_A,Active,None
4UXQ_A,Inactive,None
4UYN_A,Inactive,None
4UZD_A,Inactive,None
4UZD_B,Inactive,None
4UZH_A,Inactive,None
4V01_A,Inactive,None
4V01_B,Inactive,None
4V04_A,Inactive,None
4V04_B,Inactive,None
4V05_A,Inactive,None
4V05_B,Inactive,None
4W4V_A,Inactive,None
4W4W_A,Inactive,None
4W4X_A,Inactive,None
4W4Y_A,Inactive,None
4W7P_A,Active,Active
4W7P_B,Active,Active
4W7P_C,Active,Active
4W7P_D,Active,Active
4W8D_A,Active,None
4W8E_A,Active,None
4W9W_A,Active,None
4W9X_A,Active,None
4WA9_A,Inactive,None
4WA9_B,Inactive,None
4WB5_A,Active,None
4WB6_A,Active,None
4WB6_B,Active,None
4WB7_A,Active,None
4WB7_B,Active,None
4WB8_A,Active,None
4WBB_B,Active,None
4WBO_A,Active,None
4WBO_B,Active,None
4WBO_C,Active,None
4WBO_D,Active,None
4WG3_A,Inactive,None
4WG4_A,Inactive,None
4WG5_A,Inactive,None
4WHZ_A,Inactive,None
4WIH_A,Active,Active
4WJC_A,Active,None
4WKQ_A,Active,Active
4WNK_A,Active,None
4WNO_A,Active,None
4WNP_A,Active,None
4WNP_B,Active,None
4WNP_C,Active,None
4WNP_D,Active,None
4WO5_A,Inactive,None
4WO5_B,Inactive,None
4WOT_A,Active,None
4WOT_B,Active,None
4WOT_C,Active,None
4WOT_D,Active,None
4WOV_A,Inactive,None
4WOV_B,Inactive,None
